P_NAME,P_PERIOD,S_NAME,S_DEC,S_MAG,S_MASS,S_TEMPERATURE,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_LUMINOSITY,P_TYPE_TEMP,P_HABITABLE,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
HD 192310 b,74.72,HD 192310,-27.032976,5.73,0.8,5166.0,0.322704,4.2500813,364.63479,Neptunian,0.82232765,K,0.43151514,Hot,0,0.38008425,4.2739391,16.90845,0.32
HD 20003 b,11.8482,HD 20003,-72.321892,8.39,0.88,5494.0,0.10371152,86.367109,756.92074,Neptunian,0.9677011,G,0.7644089,Hot,0,0.20749657,3.4344304,11.664288,0.0974
HD 20003 c,33.9239,HD 20003,-72.321892,8.39,0.88,5494.0,0.197382,19.917057,537.19682,Neptunian,0.9677011,G,0.7644089,Hot,0,0.2359712,3.8928914,14.429391,0.1964
HD 204313 c,34.905,HD 204313,-21.726255,7.99,1.03,5783.0,0.21242142,27.857527,582.64502,Neptunian,1.1,G,1.2125141,Hot,0,0.20619824,4.3725166,17.575889,0.2099
HD 20781 b,5.3135,HD 20781,-28.783834,8.48,0.7,5256.0,0.0531645,200.576,956.96682,Terran,0.90375127,K,0.55848037,Hot,0,0.29662283,1.2124928,1.9387508,0.0529
HD 20781 c,13.8905,HD 20781,-28.783834,8.48,0.7,5256.0,0.10080662,55.629677,694.71983,Superterran,0.90375127,K,0.55848037,Hot,0,0.26976715,2.167572,5.3395104,0.1004
HD 20781 d,29.158,HD 20781,-28.783834,8.48,0.7,5256.0,0.16569644,20.714012,542.27626,Neptunian,0.90375127,K,0.55848037,Hot,0,0.25688722,3.2490251,10.615455,0.1647
HD 20781 e,85.5073,HD 20781,-28.783834,8.48,0.7,5256.0,0.33800732,4.9147439,379.0762,Neptunian,0.90375127,K,0.55848037,Hot,0,0.37487557,3.8319523,14.047998,0.3374
HD 20794 b,18.315,HD 20794,-43.069782,4.27,0.7,5401.0,0.1207,60.3766,710.16959,Terran,1.0741104,G,0.87959589,Hot,0,0.30366685,1.4510893,2.701538,0.1207
HD 20794 c,40.114,HD 20794,-43.069782,4.27,0.7,5401.0,0.2036,21.219134,546.79788,Terran,1.0741104,G,0.87959589,Hot,0,0.34762577,1.3585186,2.4154928,0.2036
HD 20794 d,90.309,HD 20794,-43.069782,4.27,0.7,5401.0,0.3499,7.1844795,417.10341,Terran,1.0741104,G,0.87959589,Hot,0,0.41425892,2.0276086,4.76742,0.3499
HD 20794 e,147.02,HD 20794,-43.069782,4.27,0.7,5401.0,0.53040345,3.5475098,343.97038,Terran,1.0741104,G,0.87959589,Hot,0,0.53678213,2.0284047,4.7705983,0.509
HD 215152 b,5.75999,HD 215152,-6.400821,8.11,0.77,4935.0,0.057638,85.244269,774.1252,Terran,0.73,K,0.28319331,Hot,0,0.30654773,1.1909283,1.8179762,0.057638
HD 215152 c,7.28243,HD 215152,-6.400821,8.11,0.77,4935.0,0.067393,62.352435,715.90973,Terran,0.73,K,0.28319331,Hot,0,0.31291695,1.1725576,1.7194495,0.067393
HD 215152 d,10.86499,HD 215152,-6.400821,8.11,0.77,4935.0,0.08799,36.577697,626.54028,Terran,0.73,K,0.28319331,Hot,0,0.3165882,1.4820307,2.8000647,0.08799
HD 215152 e,25.1967,HD 215152,-6.400821,8.11,0.77,4935.0,0.15417,11.914704,473.33184,Terran,0.73,K,0.28319331,Hot,0,0.38559527,1.505679,2.8763434,0.15417
HD 215497 b,3.93404,HD 215497,-56.599533,8.96,0.67,5110.0,0.05064,178.85515,927.17726,Superterran,0.85,K,0.44137741,Hot,0,0.24246497,2.4020004,6.3565601,0.05
HD 21693 b,22.6786,HD 21693,-58.323681,7.95,0.8,5430.0,0.1465476,34.594051,616.19118,Superterran,0.96615074,G,0.72707255,Hot,0,0.25341842,2.7970481,8.2317453,0.1455
HD 21693 c,53.7357,HD 21693,-58.323681,7.95,0.8,5430.0,0.25923357,10.899017,462.47889,Neptunian,0.96615074,G,0.72707255,Hot,0,0.26389709,4.344511,17.385192,0.2586
HD 21749 c,7.78993,GJ 143,-63.4991,7.87,0.73,4640.0,0.0695,40.934467,644.41731,Terran,0.69,K,0.19772371,Hot,0,0.32551951,0.8968,3.699518,0.0695
HD 218566 b,225.7,HD 218566,-2.260742,8.628,0.76,4730.0,0.72105,0.71343134,230.06965,Jovian,0.85,K,0.32401944,Warm,0,0.41774789,9.3233728,63.565601,0.69
HD 219134 b,3.092926,HD 219134,57.168354,5.57,0.81,4699.0,0.03876,176.90174,929.1331,Superterran,0.78,K,0.26576613,Hot,0,0.28190859,1.60303,4.7388155,0.03876
HD 219134 c,6.76458,HD 219134,57.168354,5.57,0.81,4699.0,0.065425507,62.446714,715.66335,Superterran,0.78,K,0.26576613,Hot,0,0.30011916,1.51335,4.3606002,0.0653
HD 219134 d,46.859,HD 219134,57.168354,5.57,0.81,4699.0,0.23925671,4.7772523,375.29786,Neptunian,0.78,K,0.26576613,Hot,0,0.50873659,1.61424,16.171089,0.237
HD 219134 f,22.717,HD 219134,57.168354,5.57,0.81,4699.0,0.14790228,12.555102,477.58383,Superterran,0.78,K,0.26576613,Hot,0,0.3897355,1.31157,7.3005092,0.1463
HD 219134 g,94.2,HD 219134,57.168354,5.57,0.81,4699.0,0.3753,1.8868723,298.59363,Neptunian,0.78,K,0.26576613,Hot,0,0.56494921,3.2832766,10.806152,0.3753
HD 219828 b,3.83492,HD 219828,18.64572,8.04,1.18,5807.0,0.050958595,1032.6622,1441.452,Neptunian,1.61,G,2.6408741,Hot,0,0.15458348,4.8526363,20.976648,0.0507
HD 221416 b,14.2767,HD 221416,-21.801424,8.146,1.21,5080.0,0.12361201,344.2963,1094.6998,Jovian,2.94,K,5.1574872,Hot,0,0.094471276,9.37156,60.387321,0.1228
HD 2638 b,3.4442,HD 2638,-5.764002,9.375,0.77,5186.0,0.04,357.894,1108.1116,Jovian,0.94,G,0.5726304,Hot,0,0.066038351,14.302258,133.48776,0.04
HD 26965 b,42.378,HD 26965,-7.652871,4.43,0.78,5072.0,0.21910319,9.3710666,445.61704,Superterran,0.87,K,0.44879099,Hot,0,0.33604124,2.8444746,8.4701163,0.21892805
HD 285968 b,8.7836,HD 285968,18.958172,10.038,0.45,3679.0,0.066,7.6303587,423.42954,Superterran,0.45,M,0.033237842,Hot,0,0.36162452,2.8034041,8.2635281,0.066
HD 31527 b,16.5535,HD 31527,-23.24188,7.49,0.96,5898.0,0.126027,64.56038,720.80644,Neptunian,0.96524045,G,1.0101334,Hot,0,0.22003268,3.2202885,10.456541,0.1254
HD 31527 c,51.2053,HD 31527,-23.24188,7.49,0.96,5898.0,0.26651304,14.255555,494.89215,Neptunian,0.96524045,G,1.0101334,Hot,0,0.25837329,3.8472502,14.143346,0.2663
HD 3167 b,0.959624,HD 3167,4.381469,8.94,0.94,5528.0,0.0186,1830.5155,1666.4345,Superterran,0.87,K,0.63328513,Hot,0,0.27007174,1.70392,3.5484667,0.0186
HD 3167 c,29.83832,HD 3167,4.381469,8.94,0.94,5528.0,0.1841,18.68494,529.6852,Neptunian,0.87,K,0.63328513,Hot,0,0.27919207,2.85855,8.541399,0.1841
HD 3167 d,8.509,HD 3167,4.381469,8.94,0.94,5528.0,0.082596536,112.81121,809.19162,Superterran,0.87,K,0.63328513,Hot,0,0.24113308,2.5209198,6.9000459,0.07757
HD 33283 b,18.1991,HD 33283,-26.797472,8.05,1.38,5935.0,0.16280376,206.89749,935.73303,Jovian,1.97,G,4.3142369,Hot,0,0.076285863,12.499561,104.56541,0.1508
HD 34445 c,214.67,HD 34445,7.353343,7.328,1.14,5879.0,0.71856533,3.9552361,359.19676,Jovian,1.38,G,2.0382651,Hot,0,0.30146845,8.4134388,53.395104,0.7181
HD 34445 d,117.87,HD 34445,7.353343,7.328,1.14,5879.0,0.48187558,8.7875078,438.58314,Neptunian,1.38,G,2.0382651,Hot,0,0.24225472,6.0880041,30.829316,0.4817
HD 34445 e,49.175,HD 34445,7.353343,7.328,1.14,5879.0,0.26978824,28.345974,586.95648,Neptunian,1.38,G,2.0382651,Hot,0,0.20866173,4.259727,16.813101,0.2687
HD 3651 b,62.25,HD 3651,21.250473,5.86,0.8,5221.0,0.35636369,7.7723445,386.13234,Jovian,0.88113995,K,0.51688414,Hot,0,0.20396536,10.071404,72.464785,0.295
HD 40307 b,4.3123,HD 40307,-60.023472,7.17,0.77,4956.0,0.047736,179.75337,925.76462,Terran,0.84478319,K,0.3857486,Hot,0,0.27062747,1.82972,4.0046328,0.0468
HD 40307 c,9.6184,HD 40307,-60.023472,7.17,0.77,4956.0,0.08004382,60.533243,710.14949,Superterran,0.84478319,K,0.3857486,Hot,0,0.2537284,2.4581349,6.6108225,0.0799
HD 40307 d,20.432,HD 40307,-60.023472,7.17,0.77,4956.0,0.13242365,22.159776,552.25088,Superterran,0.84478319,K,0.3857486,Hot,0,0.26168873,3.0439444,9.5030573,0.1321
HD 40307 f,51.76,HD 40307,-60.023472,7.17,0.77,4956.0,0.2470494,6.3240796,403.98167,Superterran,0.84478319,K,0.3857486,Hot,0,0.42563219,2.1370242,5.2123792,0.247
HD 40307 g,197.8,HD 40307,-60.023472,7.17,0.77,4956.0,0.62523,1.1196385,257.81584,Superterran,0.84478319,K,0.3857486,Warm,2,0.6874683,2.5610495,7.0875645,0.6
HD 42618 b,149.61,HD 42618,6.783074,6.839,1.01,5727.0,0.5639997,3.1986142,338.3763,Neptunian,1.0,G,0.96382321,Hot,0,0.44172971,3.888344,14.400787,0.554
HD 4308 b,15.56,HD 4308,-65.649521,6.56,0.93,5686.0,0.12,67.663416,730.69038,Neptunian,1.02,G,0.97435319,Hot,0,0.18944889,4.1205931,15.8914,0.12
HD 45184 b,5.8854,HD 45184,-28.780113,6.37,1.03,5869.0,0.06455778,245.2884,1007.3127,Neptunian,0.97705387,G,1.0148039,Hot,0,0.19518716,3.5272601,12.204595,0.0644
HD 45184 c,13.1354,HD 45184,-28.780113,6.37,1.03,5869.0,0.1102695,84.074322,770.74536,Superterran,0.97705387,G,1.0148039,Hot,0,0.22794,2.9099598,8.8038357,0.11
HD 45364 b,226.93,HD 45364,-31.480953,8.062,0.82,5434.0,0.69096034,1.5964343,284.83626,Jovian,0.96695625,K,0.73043375,Warm,0,0.41190401,8.9671516,59.497402,0.6813
HD 46375 b,3.023573,HD 46375,5.462925,7.912,0.92,5285.0,0.039878983,328.36259,1083.7012,Jovian,0.86177484,K,0.51910623,Hot,0,0.089551175,10.019274,71.829129,0.0398
HD 47186 b,4.0845,HD 47186,-27.622297,7.626,0.96,5657.0,0.05004,428.43859,1158.7418,Neptunian,1.08,G,1.0702392,Hot,0,0.15238376,5.0237627,22.24796,0.05
HD 49674 b,4.94737,HD 49674,40.867756,8.1,1.03,5602.0,0.060243,256.05011,1017.57,Neptunian,1.02,G,0.91803958,Hot,0,0.13224296,6.1982112,31.7828,0.06
HD 51608 b,14.0726,HD 51608,-55.259327,8.17,0.8,5358.0,0.1063289,63.148553,717.0904,Neptunian,0.97733824,G,0.70532498,Hot,0,0.20608105,3.6237276,12.776686,0.1059
HD 51608 c,95.9446,HD 51608,-55.259327,8.17,0.8,5358.0,0.38463282,4.9098211,377.83478,Neptunian,0.97733824,G,0.70532498,Hot,0,0.37340089,3.8726528,14.30226,0.3809
HD 63454 b,2.81805,HD 63454,-78.278969,9.37,0.42,4812.0,0.04,178.01336,930.5893,Jovian,0.77,K,0.28482137,Hot,0,0.088000247,10.632932,79.457001,0.04
HD 76700 b,3.97097,HD 76700,-66.800995,8.155,0.99,5644.0,0.0502025,685.33648,1301.5445,Jovian,1.37,G,1.706388,Hot,0,0.091076805,9.5951891,66.743881,0.05
HD 77338 b,5.7361,HD 77338,-25.527061,8.591,1.37,5341.0,0.060243,191.33128,946.08369,Neptunian,0.97,K,0.68599733,Hot,0,0.16586334,4.5877261,19.06968,0.06
HD 7924 b,5.39792,HD 7924,76.710281,7.185,0.65,5131.0,0.060108,105.13966,815.25399,Superterran,0.78,K,0.37782084,Hot,0,0.24750283,2.4020004,6.3565601,0.06
HD 7924 c,15.299,HD 7924,76.710281,7.185,0.65,5131.0,0.11394455,29.522652,592.78678,Superterran,0.78,K,0.37782084,Hot,0,0.26267992,2.7219203,7.8598865,0.1134
HD 7924 d,24.451,HD 7924,76.710281,7.185,0.65,5131.0,0.15851995,16.064088,505.76542,Superterran,0.78,K,0.37782084,Hot,0,0.31015569,2.4203436,6.4391953,0.1551
HD 83443 b,2.9857,HD 83443,-43.272205,8.222,0.79,5442.0,0.040002,433.99051,1162.8048,Jovian,0.94,K,0.6943501,Hot,0,0.072377826,12.74405,108.06152,0.04
HD 85512 b,58.43,HD 85512,-43.502789,7.67,0.43,4300.0,0.261573,2.2981373,312.96699,Terran,0.71,K,0.15441133,Hot,0,0.67770784,1.5968584,3.17828,0.26
HD 88133 b,3.414884,HD 88133,18.186871,8.01,1.26,5392.0,0.047923016,1598.3478,1610.5879,Jovian,2.2,G,3.6655027,Hot,0,0.077356043,11.474158,90.422067,0.0479
HD 89345 b,11.8143,HD 89345,10.129028,9.376,1.16,5576.0,0.10917972,239.28429,992.77139,Jovian,1.75,G,2.6525025,Hot,0,0.11573175,7.3986,34.96108,0.1066
HD 90156 b,49.77,HD 90156,-29.645529,6.92,0.84,5599.0,0.2620125,11.273776,458.14107,Neptunian,0.87224712,G,0.66989942,Hot,0,0.2578814,4.4511957,18.116196,0.25
HD 93083 b,143.58,HD 93083,-33.577023,8.3,0.7,4995.0,0.4816746,2.6048939,322.46532,Jovian,1.0257675,K,0.58685182,Hot,0,0.31457012,13.39483,117.59636,0.477
HD 97658 b,9.4909,HD 97658,25.710384,7.71,0.89,5175.0,0.084519876,49.524602,675.39298,Superterran,0.74,K,0.35187912,Hot,0,0.26332394,2.3541,9.5348401,0.084368014
HD 99492 b,17.0431,HD 99492,3.006328,7.58,0.48,4815.0,0.12375,23.794789,555.95076,Neptunian,0.83,K,0.33176456,Hot,0,0.19645114,5.0237627,22.24796,0.12
HIP 116454 b,9.1205,HIP 116454,0.445516,10.19,0.81,5089.0,0.081211432,50.154954,672.83686,Neptunian,0.72,K,0.31151821,Hot,0,0.25761765,2.4662,12.71312,0.079619051
HIP 12961 b,57.435,HIP 12961,-23.086611,10.24,0.69,3901.0,0.2536125,1.4233351,276.75095,Jovian,0.65,M,0.087663572,Warm,0,0.38018968,13.180399,114.41808,0.25
HIP 41378 b,15.572098,HIP 41378,10.080378,8.93,1.17,6226.0,0.128569,146.23865,885.95253,,1.34,F,2.4173231,Hot,0,0.006768491,0.0,0.0,0.128569
HIP 41378 c,31.70648,HIP 41378,10.080378,8.93,1.17,6226.0,0.2065397,56.666661,698.99942,,1.34,F,2.4173231,Hot,0,0.017188062,0.0,0.0,0.2065397
HIP 57274 b,8.1352,HIP 57274,30.959293,8.98,0.29,4510.0,0.0712635,46.87831,662.06779,Superterran,0.78,K,0.22551946,Hot,0,0.26242461,2.4020004,6.3565601,0.07
HIP 57274 c,32.03,HIP 57274,30.959293,8.98,0.29,4510.0,0.1782225,7.126685,416.06672,Jovian,0.78,K,0.22551946,Hot,0,0.18677761,14.209667,129.99801,0.178
HR 858 b,3.58599,HR 858,-30.81452,6.4,1.15,6201.0,0.05016,1034.3678,1419.6786,Superterran,1.31,F,2.2734121,Hot,0,0.25172086,2.08506,4.999023,0.048
HR 858 c,5.97293,HR 858,-30.81452,6.4,1.15,6201.0,0.06861657,509.73256,1202.2508,Superterran,1.31,F,2.2734121,Hot,0,0.26030067,1.93933,4.4203935,0.0674
HR 858 d,11.23,HR 858,-30.81452,6.4,1.15,6201.0,0.10672584,224.52569,971.30416,Superterran,1.31,F,2.2734121,Hot,0,0.25246562,2.16353,5.3226161,0.1027
K2-10 b,19.3044,K2-10,1.690636,12.418,0.92,5620.0,0.14352417,48.143734,658.59256,Neptunian,0.98,F,0.85839279,Hot,0,0.20467836,3.84503,26.999489,0.13694401
K2-100 b,1.673833,K2-100,20.106064,10.651,1.23,6168.0,0.0296,2202.9384,1745.4021,Neptunian,1.22,G,1.9301265,Hot,0,0.18873969,3.5872,12.558796,0.0296
K2-101 b,14.677286,K2-101,18.933874,12.957,0.8,4819.0,0.10942993,21.827518,549.63987,Superterran,0.73,K,0.25749101,Hot,0,0.3133867,1.99538,4.6394796,0.1088855
K2-102 b,9.915615,K2-102,19.778811,13.2,0.77,4695.0,0.083186394,32.192719,605.71252,Terran,0.71,K,0.21945614,Hot,0,0.32911591,1.30036,2.2425611,0.082772531
K2-104 b,1.974238,K2-104,19.773829,15.149,0.43,3546.46,0.02309315,64.590917,721.15052,Superterran,0.49,M,0.034029931,Hot,0,0.27702315,1.96175,4.5075054,0.023
K2-105 b,8.267704,K2-105,13.49753,11.752,0.99,5464.0,0.0796,104.37297,814.31404,Neptunian,0.91,K,0.66132386,Hot,0,0.2072188,3.37421,11.319175,0.0796
K2-108 b,4.733999,K2-108,16.419609,12.33,1.17,5599.0,0.0581,807.98554,1358.3003,Neptunian,1.76,G,2.7274441,Hot,0,0.14460979,5.33596,24.645874,0.0581
K2-110 b,13.86387,K2-110,-12.284491,11.915,0.75,4950.0,0.1027,25.709004,573.67539,Neptunian,0.71,K,0.27116032,Hot,0,0.27636471,2.55588,7.063293,0.1027
K2-111 b,5.35117,K2-111,21.298685,11.137,0.88,5730.0,0.0621,378.90833,1124.0314,Superterran,1.23,G,1.4612259,Hot,0,0.26289272,1.9057,8.6004258,0.0621
K2-113 b,5.817685,K2-113,6.868895,13.684,1.04,5660.0,0.0642,343.02651,1096.4197,Jovian,1.24,G,1.4138318,Hot,0,0.076103864,12.14043,99.515976,0.0642
K2-114 b,11.391013,K2-114,11.922265,14.556,0.89,5044.0,0.0954,44.962534,659.71689,Jovian,0.84,K,0.40921122,Hot,0,0.10514681,10.67192,79.952271,0.0954
K2-115 b,20.272615,K2-115,12.281936,13.362,0.95,5657.0,0.143,34.747745,618.5525,Jovian,0.88,G,0.71055665,Hot,0,0.10321497,12.06196,98.426376,0.143
K2-116 b,4.655411,K2-116,-11.578691,10.91,0.69,4348.35,0.0480864,62.52258,715.91344,Subterran,0.67,K,0.1437925,Hot,0,0.3034387,0.69502,0.26380241,0.048
K2-117 b,1.2916,K2-117,10.469131,14.655,0.54,3778.0,0.0189,132.90864,865.03407,Superterran,0.51,M,0.047476294,Hot,0,0.26319595,2.02901,4.773015,0.0189
K2-117 c,5.444017,K2-117,10.469131,14.655,0.54,3778.0,0.0492,19.613116,536.14414,Superterran,0.51,M,0.047476294,Hot,0,0.31598612,2.06264,4.9081044,0.0492
K2-118 b,50.92092,K2-118,15.655983,14.049,0.76,4726.29,0.2499,4.0508676,358.68922,Neptunian,0.73,K,0.23824063,Hot,0,0.47333689,2.54467,7.010777,0.245
K2-119 b,7.727283,K2-119,16.901854,14.883,0.76,4740.0,0.0698,46.795907,666.34152,Neptunian,0.71,K,0.22799153,Hot,0,0.25622496,2.53346,6.9584217,0.0698
K2-12 b,8.28212,K2-12,2.244884,12.258,1.01,5800.0,0.0802,160.80318,907.23243,Superterran,1.01,F,1.0342925,Hot,0,0.24660991,2.33168,6.0438495,0.0802
K2-120 b,9.562742,K2-120,17.190685,14.045,0.69,4349.9,0.0787644,23.903665,561.2439,Superterran,0.67,K,0.14399763,Hot,0,0.30793134,2.00659,4.6838183,0.078
K2-121 b,5.185761,K2-121,17.579397,13.319,0.72,4551.0,0.0525,64.478542,721.93602,Jovian,0.68,K,0.17771898,Hot,0,0.12690273,7.49949,43.924877,0.0525
K2-122 b,2.219282,K2-122,20.35957,13.15,0.62,4027.0,0.0285,104.43064,814.4265,Terran,0.6,M,0.084823788,Hot,0,0.30304144,1.21068,1.9283813,0.0285
K2-123 b,30.951524,K2-123,21.453533,14.781,0.62,4035.0,0.1649,3.0403635,336.41573,Neptunian,0.59,K,0.082673596,Hot,0,0.51326925,2.75766,8.0359058,0.1649
K2-124 b,6.413651,K2-124,23.132891,15.105,0.39,3570.0,0.049,9.2193131,443.93517,Neptunian,0.39,M,0.022135571,Hot,0,0.33491963,2.90339,8.7701168,0.049
K2-125 b,21.750264,K2-125,-14.947603,16.122,0.49,3654.47,0.1213872,1.7519822,292.75529,Superterran,0.4,M,0.025568558,Hot,0,0.67474144,2.17474,5.369523,0.121
K2-126 b,7.385655,K2-126,-13.576928,12.918,0.69,4339.0,0.0656,31.179294,602.02078,Superterran,0.65,K,0.13417573,Hot,0,0.29762375,1.97296,4.5513229,0.0656
K2-127 b,3.588163,K2-127,-11.588979,15.037,0.72,4575.0,0.0411,101.21789,808.08906,Jovian,0.66,K,0.17097827,Hot,0,0.11116518,8.37387,52.969452,0.0411
K2-128 b,5.675819,K2-128,-8.597065,12.627,0.71,4469.51,0.0574812,71.276035,732.78017,Terran,0.78,K,0.21752917,Hot,0,0.30143749,1.42367,2.6154425,0.056
K2-129 b,8.239493,K2-129,-25.644964,13.63,0.36,3459.09,0.05748165,5.160509,382.76474,Terran,0.36,M,0.016624213,Hot,0,0.52222746,1.04253,1.1283145,0.057
K2-13 b,39.91488,K2-13,2.502696,12.901,0.8,5698.0,0.2114,12.857534,482.43002,Superterran,0.78,G,0.57460266,Hot,0,0.3566964,1.89449,4.2482729,0.2114
K2-130 b,2.49412,K2-130,-19.690807,12.759,0.7,4356.47,0.0324624,175.1294,921.72656,Terran,0.74,K,0.17672215,Hot,0,0.29634804,1.25552,2.1128564,0.032
K2-133 b,3.07133,K2-133,25.010006,14.288,0.46,3655.0,0.03194,33.165306,611.3866,Terran,0.46,M,0.033834038,Hot,0,0.32619918,1.3452,2.3754251,0.03194
K2-133 c,4.86784,K2-133,25.010006,14.288,0.46,3655.0,0.04341,17.954539,524.43114,Superterran,0.46,M,0.033834038,Hot,0,0.34663533,1.60303,3.1991632,0.04341
K2-133 d,11.02454,K2-133,25.010006,14.288,0.46,3655.0,0.07487,6.0358463,399.32771,Superterran,0.46,M,0.033834038,Hot,0,0.44126344,2.00659,4.6838183,0.07487
K2-133 e,26.5841,K2-133,25.010006,14.288,0.46,3655.0,0.1346,1.8675134,297.82479,Superterran,0.46,M,0.033834038,Hot,0,0.71495376,1.72634,3.6281006,0.1346
K2-136 b,7.975292,K2-136,22.882721,10.9,0.74,4499.0,0.070998731,32.19985,605.74606,Terran,0.66,K,0.15989706,Hot,0,0.33547279,0.98648,0.92556667,0.070645503
K2-136 c,17.307137,K2-136,22.882721,10.9,0.74,4499.0,0.11941476,11.500968,467.6731,Neptunian,0.66,K,0.15989706,Hot,0,0.31267479,2.9146,8.8276834,0.11841416
K2-136 d,25.575065,K2-136,22.882721,10.9,0.74,4499.0,0.1551315,6.8424174,410.52338,Terran,0.66,K,0.15989706,Hot,0,0.45766781,1.44609,2.685755,0.15362597
K2-138 b,2.35322,K2-138,-10.849696,12.21,0.93,5378.0,0.036544712,530.17511,1183.0826,Superterran,0.86,K,0.55433046,Hot,0,0.27833739,1.5694,3.086051,0.0338
K2-138 c,3.55987,K2-138,-10.849696,12.21,0.93,5378.0,0.046491208,292.53611,1035.8006,Neptunian,0.86,K,0.55433046,Hot,0,0.23410184,2.52225,6.9062285,0.04454
K2-138 d,5.40478,K2-138,-10.849696,12.21,0.93,5378.0,0.062392274,170.84501,899.26689,Neptunian,0.86,K,0.55433046,Hot,0,0.23119236,2.65677,7.5431552,0.05883
K2-138 e,8.26144,K2-138,-10.849696,12.21,0.93,5378.0,0.081943248,95.827955,781.76706,Neptunian,0.86,K,0.55433046,Hot,0,0.2111009,3.29574,10.875888,0.07807
K2-138 f,12.75759,K2-138,-10.849696,12.21,0.93,5378.0,0.11120967,54.709706,674.86031,Neptunian,0.86,K,0.55433046,Hot,0,0.23984843,2.81371,8.3151703,0.1043
K2-139 b,28.380619,K2-139,-17.910688,11.653,0.96,5370.0,0.1796,17.88704,523.93755,Jovian,0.88,K,0.57696721,Hot,0,0.15057923,9.11373,61.157993,0.1796
K2-14 b,8.36802,K2-14,2.594245,16.31,0.47,3789.0,0.0627,9.5121133,447.41873,Neptunian,0.45,M,0.037394876,Hot,0,0.263236,4.80909,20.658056,0.0627
K2-140 b,6.56918,K2-140,-9.60764,12.624,1.0,5705.0,0.0687,197.09162,954.57916,Jovian,0.99,G,0.93021134,Hot,0,0.077813671,12.25253,101.08109,0.0687
K2-141 c,7.7485,K2-141,-1.189274,11.389,0.71,4599.0,0.068350353,39.671496,639.38811,Jovian,0.68,K,0.18533614,Hot,0,0.14374756,6.99504,7.3990359,0.068350353
K2-146 b,2.6446,K2-146,19.092878,16.248,0.33,3385.0,0.026072706,19.320579,532.45783,Superterran,0.33,M,0.012810062,Hot,0,0.31751544,2.05143,5.7717565,0.025857559
K2-146 c,4.00498,K2-146,19.092878,16.248,0.33,3385.0,0.034195385,11.047922,463.98709,Superterran,0.33,M,0.012810062,Hot,0,0.35420005,2.18595,7.4943843,0.03409948
K2-147 b,0.961917,K2-147,-28.497833,14.019,0.58,3672.0,0.0159,194.90836,951.92455,Terran,0.55,M,0.049274782,Hot,0,0.291111,1.37883,2.4771268,0.0159
K2-148 b,4.38395,K2-148,-0.193155,13.507,0.65,4079.0,0.0454,47.760939,669.75062,Terran,0.63,K,0.098442938,Hot,0,0.31438839,1.33399,2.3419147,0.0454
K2-148 c,6.9226,K2-148,-0.193155,13.507,0.65,4079.0,0.0616,25.943176,574.97729,Superterran,0.63,K,0.098442938,Hot,0,0.31881468,1.72634,3.6281006,0.0616
K2-148 d,9.7579,K2-148,-0.193155,13.507,0.65,4079.0,0.0774,16.432462,512.94473,Superterran,0.63,K,0.098442938,Hot,0,0.35115072,1.63666,3.3139434,0.0774
K2-149 b,11.332,K2-149,7.2771,14.484,0.59,3745.0,0.083,8.3116924,432.58084,Superterran,0.57,M,0.057259249,Hot,0,0.41910857,1.63666,3.3139434,0.083
K2-15 b,11.8104,K2-15,4.254747,14.663,0.72,5131.0,0.091,34.67622,618.23394,Superterran,0.68,G,0.28715378,Hot,0,0.26804078,2.47741,6.6990733,0.091
K2-150 b,10.59357,K2-150,8.987539,15.829,0.46,3499.0,0.0727,4.9192733,379.41994,Superterran,0.44,M,0.025999786,Hot,0,0.47615343,1.99538,4.6394796,0.0727
K2-151 b,3.835476,K2-151,9.501381,14.14,0.47,3695.0,0.0373,24.308255,565.69632,Terran,0.45,M,0.033819832,Hot,0,0.33402811,1.49093,2.8286707,0.0373
K2-152 b,32.6479,K2-152,-5.82741,13.728,0.63,4044.0,0.1716,3.0280172,336.07367,Superterran,0.61,M,0.08916469,Hot,0,0.54901654,2.28684,5.8478451,0.1716
K2-153 b,7.51574,K2-153,2.020953,14.979,0.55,3845.0,0.0614,14.591133,497.92871,Superterran,0.53,M,0.055007988,Hot,0,0.34033121,1.99538,4.6394796,0.0614
K2-154 b,3.67626,K2-154,-2.669481,14.033,0.65,4097.0,0.0405,61.08345,712.23908,Superterran,0.63,M,0.10019213,Hot,0,0.2764549,1.99538,4.6394796,0.0405
K2-154 c,7.95486,K2-154,-2.669481,14.033,0.65,4097.0,0.0677,21.860307,550.8825,Superterran,0.63,M,0.10019213,Hot,0,0.30908616,2.07385,4.9534779,0.0677
K2-155 b,6.342,K2-155,21.3536,12.806,0.65,4258.0,0.0562,31.368563,602.93232,Superterran,0.58,K,0.099075726,Hot,0,0.30625106,1.80481,3.9125102,0.0562
K2-155 c,13.85,K2-155,21.3536,12.806,0.65,4258.0,0.0946,11.070953,464.71978,Neptunian,0.58,K,0.099075726,Hot,0,0.3315287,2.60072,7.2749643,0.0946
